Feature,AM1,AM2,AM3,FM3,FM4,FM5
Cby1,691,731,661,665,751,563
Cby3,1,3,4,1,1,2
Cc2d1a,1190,1346,1164,1288,1381,1230
Cc2d1b,567,667,675,896,864,837
Cc2d2a,643,535,612,400,340,416
Ccar1,1105,1113,1120,2872,2684,2927
Ccbe1,213,152,228,764,852,989
Ccbl1,191,243,231,311,306,317
Ccbl2,118,84,101,40,23,32
Ccbp2,67,45,73,64,42,39
Ccdc101,197,206,251,362,358,316
Ccdc102a,45,45,40,83,68,65
Ccdc103,50,46,56,9,14,10
Ccdc104,1623,1649,1453,819,854,951
Ccdc105,6,15,16,14,10,6
Ccdc106,605,690,557,422,472,398
Ccdc107,332,354,290,247,254,227
Ccdc108,202,219,281,7,10,12
Ccdc109a,752,729,680,449,557,434
Ccdc109b,19,23,31,26,29,21
Ccdc11,15,14,17,9,11,6
Ccdc110,14,17,8,5,3,5
Ccdc111,79,79,72,184,166,203
Ccdc113,68,75,67,7,7,6
Ccdc114,76,86,80,51,51,26
Ccdc115,314,353,330,595,570,569
Ccdc116,53,42,57,94,101,99
Ccdc117,364,440,370,582,551,537
Ccdc12,334,429,398,344,371,321
Ccdc120,203,250,186,857,772,769
Ccdc121,6,5,9,0,0,2
Ccdc122,33,22,26,2,1,2
Ccdc123,362,414,451,753,726,631
Ccdc124,1775,2425,1893,1374,1532,1164
Ccdc125,63,44,56,33,42,30
Ccdc126,222,176,199,115,78,102
Ccdc127,1483,1314,1374,1062,1122,1270
Ccdc129,33,22,35,108,76,135
Ccdc13,73,150,108,36,56,40
Ccdc130,216,248,276,276,264,251
Ccdc132,1343,1157,1149,1024,1011,1175
Ccdc134,156,183,168,265,244,229
Ccdc135,150,152,127,12,11,11
Ccdc136,2798,3002,2507,1791,1606,1583
Ccdc137,400,475,426,406,405,366
Ccdc138,50,81,52,121,91,106
Ccdc14,67,60,65,230,182,217
Ccdc141,593,485,524,209,171,219
Ccdc142,141,142,159,238,222,197
Ccdc144b,1,0,0,1,0,0
Ccdc146,16,40,27,8,7,6
Ccdc147,18,8,12,13,4,6
Ccdc148,465,365,398,101,146,142
Ccdc15,40,41,36,108,63,116
Ccdc150,7,8,6,6,2,4
Ccdc151,128,136,156,110,86,88
Ccdc153,50,54,65,0,0,0
Ccdc154,2,1,1,0,0,1
Ccdc155,71,80,72,14,15,16
Ccdc157,759,826,828,491,436,399
Ccdc158,17,15,7,20,12,22
Ccdc159,165,190,223,170,216,176
Ccdc160,54,41,42,19,17,15
Ccdc162,35,26,26,3,3,4
Ccdc17,29,34,40,14,19,16
Ccdc18,36,30,18,81,56,118
Ccdc19,77,87,58,10,11,7
Ccdc21,311,478,353,399,374,403
Ccdc22,10,3,6,6,2,7
Ccdc23,134,142,139,855,937,768
Ccdc24,34,29,35,398,355,324
Ccdc25,915,974,1125,785,798,836
Ccdc27,8,11,22,0,0,1
Ccdc28a,323,361,306,47,34,55
Ccdc28b,367,537,411,828,845,682
Ccdc3,163,96,115,26,14,21
Ccdc30,365,317,345,245,231,223
Ccdc32,805,807,780,511,497,448
Ccdc33,13,21,13,5,1,6
Ccdc34,274,242,199,607,665,635
Ccdc36,12,13,6,24,27,34
Ccdc37,101,92,147,119,134,81
Ccdc38,31,24,21,42,36,84
Ccdc39,447,375,390,419,394,437
Ccdc40,71,80,65,419,332,312
Ccdc41,742,773,709,654,550,605
Ccdc42,22,36,23,4,7,2
Ccdc43,423,403,414,473,398,471
Ccdc44,258,267,221,143,154,164
Ccdc45,192,224,205,474,448,427
Ccdc46,68,61,70,175,118,140
Ccdc47,2506,2353,2435,1939,1945,1995
Ccdc48,86,82,86,19,20,14
Ccdc49,453,550,498,646,553,547
Ccdc50,1556,1289,1359,3609,3154,3937
Ccdc51,121,91,124,200,211,162
Ccdc52,255,289,306,332,319,323
Ccdc53,174,155,153,148,156,134
Ccdc54,0,0,0,0,0,0
Ccdc55,542,600,573,631,574,528
Ccdc56,903,1034,987,717,786,646
Ccdc57,204,211,263,337,324,300
Ccdc58,68,62,64,89,101,124
Ccdc59,630,543,522,661,766,724
Ccdc6,1847,1771,1673,1913,1961,1947
Ccdc60,22,33,17,9,11,6
Ccdc61,167,237,193,314,345,252
Ccdc63,5,2,8,3,1,2
Ccdc64,1292,1553,1363,940,996,913
Ccdc64b,0,2,0,2,3,2
Ccdc65,150,176,154,45,46,43
Ccdc66,368,302,328,481,421,507
Ccdc67,11,14,8,6,5,4
Ccdc68,1,1,4,0,2,3
Ccdc69,4,7,9,1,2,0
Ccdc7,0,1,0,0,0,0
Ccdc70,0,0,0,0,0,0
Ccdc71,480,530,542,626,557,517
Ccdc73,216,192,227,229,232,287
Ccdc74a,123,135,131,37,37,34
Ccdc75,379,380,367,316,379,303
Ccdc76,103,77,110,231,211,303
Ccdc77,103,121,121,193,185,205
Ccdc79,20,23,19,9,5,12
Ccdc80,163,214,199,460,454,390
Ccdc81,29,33,26,7,17,7
Ccdc82,0,0,0,0,0,0
Ccdc83,1,1,0,0,0,0
Ccdc84,116,112,151,247,257,258
Ccdc85a,1641,1601,1562,367,469,460
Ccdc86,169,199,122,181,149,177
Ccdc87,77,59,61,20,27,19
Ccdc88a,1828,1713,1459,3865,3044,4399
Ccdc88b,110,90,104,17,11,12
Ccdc88c,993,1160,1083,2710,2244,2182
Ccdc89,10,7,7,7,2,5
Ccdc9,1108,1336,1398,1375,1335,1151
Ccdc90a,208,228,222,101,84,99
Ccdc90b,216,187,195,409,406,391
Ccdc91,890,1028,933,570,617,607
Ccdc92,2185,2426,2200,673,636,594
Ccdc93,807,954,973,1393,1357,1346
Ccdc94,166,173,170,269,273,243
Ccdc96,80,66,60,67,61,68
Ccdc97,1301,1406,1334,1427,1314,1216
Ccdc99,13,8,4,121,63,91
Cchcr1,99,129,155,361,302,273
Ccin,1,0,2,3,3,6
Cck,5681,6577,5310,232,349,291
Cckar,11,25,14,4,4,1
Cckbr,816,1290,980,28,30,35
Ccl1,0,0,0,0,2,0
Ccl11,1,2,0,0,1,0
Ccl12,2,2,3,0,1,0
Ccl17,18,7,17,7,5,9
Ccl19,30,11,34,6,12,5
Ccl19-ps1,4,1,5,0,0,0
Ccl19-ps3,17,8,12,1,8,3
Ccl2,0,1,2,0,0,0
Ccl20,0,0,0,0,1,0
Ccl21a,15,13,27,15,15,14
Ccl21b,11,15,22,8,5,9
Ccl21c,11,15,22,8,5,9
Ccl22,9,2,6,0,0,0
Ccl24,1,0,4,1,0,0
Ccl25,67,66,100,109,92,100
Ccl26,0,0,0,0,0,1
Ccl27a,1831,2227,1917,1275,1423,1333
Ccl28,0,0,0,0,0,0
Ccl3,8,7,6,3,4,5
Ccl4,1,1,2,5,0,2
Ccl5,10,1,6,1,1,3
Ccl6,46,19,17,4,7,8
Ccl7,2,3,1,0,0,0
Ccl8,0,0,1,0,0,0
Ccl9,28,32,27,3,8,7
Ccm2,1009,1232,1185,950,948,793
Ccna1,13,15,15,30,22,18
Ccna2,34,38,29,804,519,680
Ccnb1,21,64,35,591,348,484
Ccnb2,14,26,12,329,242,272
Ccnb3,0,0,0,1,0,1
Ccnc,612,543,523,535,450,595
Ccnd1,1133,1264,1076,817,626,664
Ccnd2,502,564,416,2024,1302,1461
Ccnd3,483,383,406,431,353,323
Ccnd3-ps,46,34,46,48,52,45
Ccndbp1,905,899,999,953,1013,922
Ccne1,354,296,328,117,114,95
Ccne2,172,127,109,164,125,167
Ccnf,93,120,131,450,363,321
Ccng1,1826,1365,1517,548,523,657
Ccng2,972,807,913,2790,2261,2749
Ccnh,785,794,717,555,527,655
Ccni,5424,5226,4634,7550,6905,7141
Ccnj,255,279,231,795,758,819
Ccnjl,91,111,92,138,109,114
Ccnk,577,627,551,1093,1011,1093
Ccnl1,899,820,841,1347,1191,1506
Ccnl2,1581,1756,1901,3637,3256,3588
Ccno,35,36,49,8,3,6
Ccnt1,463,487,443,952,774,844
Ccnt2,1889,1702,2218,3162,2661,3289
Ccny,2564,2458,2515,1748,1605,1872
Ccnyl1,312,380,324,471,445,511
Ccpg1,158,163,159,81,91,93
Ccr1,3,3,2,0,2,6
Ccr10,9,23,13,1,3,1
Ccr1l1,0,1,0,0,0,0
Ccr2,22,5,18,0,0,1
Ccr3,0,0,0,0,0,0
Ccr4,1,1,0,0,0,0
Ccr5,65,97,82,7,6,10
Ccr6,0,1,7,0,0,0
Ccr7,2,0,5,0,1,0
Ccr8,0,0,0,0,0,0
Ccr9,3,1,5,2,2,2
Ccrl1,13,11,10,5,14,9
Ccrl2,23,11,16,9,5,6
Ccrn4l,1013,913,891,628,622,726
Ccs,320,369,354,278,279,242
Cct2,2829,2674,2565,5472,5373,5350
Cct3,1611,1775,1799,4168,4206,3678
Cct4,1461,1409,1305,3543,3380,3968
Cct5,2712,3005,3177,6129,6320,5722
Cct6a,1992,2057,1972,4043,3883,4068
Cct6b,3,2,1,4,2,2
Cct7,2723,2893,3090,5625,5549,4883
Cct8,3402,3323,3143,5040,4996,5259
Cct8l1,5,2,6,6,6,7
Cd109,64,48,45,33,23,30
Cd14,64,33,58,4,3,2
Cd151,428,571,471,681,601,526
Cd160,24,26,21,15,23,18
Cd163,111,63,102,0,1,1
Cd163l1,32,3,11,0,0,0
Cd164,1567,1214,1206,809,682,817
Cd164l2,57,64,77,3,5,3
Cd177,2,0,2,1,0,2
Cd180,22,25,32,11,4,7
Cd19,0,0,3,0,0,0
Cd1d1,18,26,21,560,497,547
Cd1d2,3,8,6,126,109,120
Cd2,1,2,1,3,2,3
Cd200,1774,1795,1484,2398,2860,2854
Cd200r1,4,6,6,1,0,0
Cd200r2,0,2,0,0,0,0
Cd200r3,0,0,0,0,0,0
Cd200r4,3,2,2,0,0,0
Cd207,0,0,0,0,0,0
Cd209a,4,1,5,0,0,0
Cd209b,1,2,2,0,0,0
Cd209c,8,6,3,3,1,3
Cd209d,0,1,0,0,0,0
Cd209e,0,0,0,0,0,0
Cd209f,0,10,1,0,0,0
Cd209g,0,2,0,0,0,0
Cd22,10,3,12,0,0,0
Cd226,8,1,3,3,1,6
Cd244,0,0,3,0,0,0
Cd247,6,3,2,13,7,9
Cd248,116,90,106,152,125,118
Cd24a,231,249,136,18030,17128,20921
Cd27,16,8,17,4,6,7
Cd274,47,48,62,52,64,59
Cd276,178,250,230,1328,1183,1217
Cd28,14,5,6,2,2,1
Cd2ap,607,413,515,575,508,689
Cd2bp2,933,949,919,1216,1144,960
Cd300a,23,38,32,15,11,12
Cd300c,0,0,0,0,0,0
Cd300d,52,45,81,1,7,5
Cd300e,5,1,2,0,0,0
Cd300lb,0,3,0,0,2,0
Cd300ld,2,4,3,0,0,0
Cd300lf,9,9,14,0,0,1
Cd300lg,7,9,1,3,1,2
Cd302,215,219,272,44,35,37
Cd320,138,197,171,201,185,179
Cd33,71,100,74,17,13,8
Cd34,1142,963,1254,234,256,297
Cd36,24,23,12,1,3,3
Cd37,106,94,96,16,11,10
Cd38,116,90,94,11,8,11
Cd3d,1,0,1,0,1,0
Cd3e,1,1,4,0,0,0
Cd3eap,298,316,250,249,259,214
Cd3g,6,0,1,0,0,0
Cd4,213,295,349,7,2,4
Cd40,1,8,10,33,23,29
Cd40lg,0,0,0,0,0,0
Cd44,116,127,82,44,44,48
Cd46,54,55,65,68,84,87
Cd47,3870,3165,3251,1434,1408,1699
Cd48,22,6,21,1,1,1
Cd5,3,1,0,0,2,0
Cd52,49,15,29,2,5,3
Cd53,94,82,98,16,8,14
Cd55,149,121,108,45,54,31
Cd59a,176,316,167,20,28,12
Cd59b,33,33,34,6,7,7
Cd5l,1,0,1,1,1,1
Cd6,20,50,33,1,1,0
Cd63,260,376,307,139,124,108
Cd68,148,188,180,79,80,82
Cd69,1,1,0,1,0,0
Cd7,16,12,24,0,1,0
Cd70,2,0,0,1,1,0
Cd72,22,23,22,29,32,18
Cd74,279,61,258,1,3,3
Cd79a,5,3,7,6,4,2
Cd79b,7,9,7,3,4,1
Cd80,4,5,1,4,1,5
Cd81,5965,6807,6025,1815,1798,1731
Cd82,434,665,523,146,171,126
Cd83,332,336,255,57,61,57
Cd84,84,50,81,8,10,10
Cd86,55,44,44,6,6,7
Cd8a,0,0,0,0,0,1
Cd8b1,0,0,0,1,0,0
Cd9,465,619,329,281,241,279
Cd93,198,310,200,592,520,629
Cd96,0,3,1,0,1,0
Cd97,249,232,199,230,196,191
Cd99l2,1903,2099,2109,2200,2390,2281
Cda,20,26,17,1,2,1
Cdadc1,1184,1133,1073,543,460,508
Cdan1,441,448,413,639,597,620
Cdc123,1298,1305,1429,1618,1700,1463
Cdc14a,114,95,79,177,106,126
Cdc14b,99,76,96,29,25,15
Cdc16,914,910,877,1889,1848,2004
Cdc20,27,27,18,549,357,358
Cdc23,874,904,917,2121,2028,2022
Cdc25a,121,137,141,638,542,547
Cdc25b,280,307,370,716,527,551
Cdc25c,4,7,6,143,115,114
Cdc26,517,476,495,1196,1314,1107
Cdc27,1600,1255,1319,1922,1386,2030
Cdc2a,5,9,7,549,342,361
Cdc2l1,1689,2124,2056,2398,2519,2010
Cdc34,668,880,618,447,403,388
Cdc34-ps,319,409,350,255,225,206
Cdc37,3049,3829,3519,3418,3436,2581
Cdc37l1,1653,1226,1227,908,668,860
Cdc40,983,784,1096,867,661,768
Cdc42,4023,3866,3899,5031,5149,5428
Cdc42bpa,9295,8020,8469,4560,4275,4863
Cdc42bpb,3785,4449,3883,4339,3833,3967
Cdc42bpg,199,247,198,357,293,277
Cdc42ep1,355,424,317,98,116,82
Cdc42ep2,206,305,221,199,237,191
Cdc42ep3,299,229,237,438,424,517
Cdc42ep4,639,738,545,2018,1769,1731
Cdc42ep5,18,17,16,8,10,4
Cdc42se1,1263,1257,1229,1294,1131,943
Cdc42se2,3310,3101,3140,2386,1906,2226
Cdc45l,37,30,35,228,175,179
Cdc5l,803,811,872,1273,1270,1217
Cdc6,5,14,8,115,82,96
Cdc7,299,320,332,1119,1017,1206
Cdc73,1413,1063,1169,1193,964,1225
Cdca2,10,12,6,367,248,278
Cdca3,16,24,14,507,349,302
Cdca4,142,163,110,648,473,502
Cdca5,3,3,5,129,130,116
Cdca7,34,56,53,687,448,473
Cdca7l,20,14,20,84,57,88
Cdca8,36,34,27,540,401,391
Cdcp1,6,10,12,2,2,4
Cdcp2,0,0,1,0,0,3
Cdgap,911,791,957,295,305,305
Cdh1,69,56,41,5,1,2
Cdh10,1075,856,900,760,830,967
Cdh11,1491,1461,1303,1611,1503,1815
Cdh12,347,250,281,337,316,434
Cdh13,1815,2222,1936,2964,3150,3177
Cdh15,48,66,46,38,35,31
Cdh16,1,0,0,0,0,0
Cdh17,0,1,1,0,0,0
Cdh18,280,264,262,56,61,69
Cdh19,345,201,351,4,1,5
Cdh2,3322,3223,2973,11261,9184,10626
Cdh20,443,490,433,90,101,146
Cdh22,1066,1223,1247,209,207,177
Cdh23,50,52,54,66,56,63
Cdh24,178,228,224,752,601,593
Cdh26,8,8,13,0,2,0
Cdh29,16,7,11,5,6,2
Cdh3,19,17,21,2,1,0
Cdh4,641,664,732,4177,3511,3517
Cdh5,334,410,357,397,275,349
Cdh6,346,298,294,389,304,432
Cdh7,489,429,497,282,251,328
Cdh8,1203,1089,1027,1581,1341,1709
Cdh9,372,383,361,89,115,179
Cdhr1,167,159,164,41,78,79
Cdhr3,52,46,50,3,5,5
Cdhr4,15,12,17,1,4,2
Cdhr5,0,1,0,1,1,0
Cdipt,2406,2384,2202,789,827,887
Cdk10,793,858,1018,713,746,643
Cdk13,1383,1275,1215,1858,1627,1954
Cdk17,4496,3889,4262,2146,1987,2216
Cdk18,733,881,731,16,24,18
Cdk19,2192,2067,2197,2967,2643,3127
Cdk2,28,28,28,227,144,157
Cdk20,139,177,166,321,350,293
Cdk2ap1,1020,1266,1143,3019,2425,2572
Cdk2ap2,245,231,228,181,178,166
Cdk3,24,23,23,38,36,45
Cdk4,592,526,516,4792,3961,3997
Cdk5,2036,2112,2248,1523,1625,1489
Cdk5r1,7130,6717,6016,10943,8922,10081
Cdk5r2,5407,7268,5686,689,799,577
Cdk5rap1,156,158,165,178,186,205
Cdk5rap2,994,1291,922,3068,2465,2809
Cdk5rap3,565,637,567,1259,1174,1045
Cdk6,28,23,20,297,173,273
Cdk7,361,281,298,298,265,267
Cdk8,429,472,450,818,646,806
Cdk9,1715,1836,1898,1556,1502,1424
Cdkal1,227,197,189,195,208,232
Cdkl1,212,206,175,62,90,96
Cdkl2,827,695,662,210,362,334
Cdkl3,237,229,208,449,406,457
Cdkl4,330,263,303,31,30,51
Cdkl5,1425,1231,1125,539,426,566
Cdkn1a,660,449,668,220,186,215
Cdkn1b,881,782,636,2251,1816,2018
Cdkn1c,207,291,145,1315,1568,1286
Cdkn2a,1,3,1,3,0,1
Cdkn2aip,344,356,299,637,477,680
Cdkn2aipnl,804,650,721,1048,1026,1014
Cdkn2b,11,14,5,4,2,4
Cdkn2c,38,47,54,287,205,200
Cdkn2d,651,702,706,431,441,356
Cdkn3,2,9,8,38,24,29
Cdnf,39,41,46,10,7,14
Cdo1,548,519,537,666,677,564
Cdon,230,246,219,2087,1219,1664
Cdr2,400,481,388,378,324,301
Cdr2l,658,727,579,1272,1056,1117
Cdrt4,1,1,2,2,1,3
Cds1,2109,2159,2277,173,224,208
Cds2,15646,15480,15844,4487,4239,4322
Cdsn,29,33,34,1,0,1
Cdt1,28,35,27,206,136,141
Cdv3,1583,1764,1420,2466,2418,2661
Cdx1,1,0,0,0,0,0
Cdx2,0,0,0,0,0,0
Cdx4,0,0,0,0,0,0
Cdyl,162,143,152,120,98,109
Cdyl2,182,194,149,96,72,74
Ceacam1,98,74,87,13,17,18
Ceacam10,4,2,6,0,0,0
Ceacam11,0,0,0,0,0,0
Ceacam12,0,0,0,0,0,0
Ceacam13,0,0,0,0,0,0
Ceacam14,0,0,0,0,0,0
Ceacam15,0,0,0,0,0,0
Ceacam16,11,24,7,34,53,44
Ceacam18,0,0,0,1,0,0
Ceacam19,0,0,0,0,0,0
Ceacam2,40,27,41,10,13,16
Ceacam20,0,0,0,0,0,0
Ceacam3,2,0,0,1,2,0
Ceacam5,0,0,0,0,0,0
Ceacam9,2,7,1,0,0,1
Cebpa,219,229,227,26,27,9
Cebpb,118,122,114,5,5,8
Cebpe,0,1,3,1,0,3
Cebpg,888,799,727,1207,1114,1106
Cebpz,940,886,865,1240,1340,1389
Cecr2,138,146,151,650,385,480
Cecr5,560,628,713,404,425,381
Cel,0,1,0,0,2,4
Cela1,32,47,37,0,0,0
Cela2a,0,0,0,0,0,0
Cela3b,0,0,0,0,0,0
Celf3,2361,2980,2354,5840,5351,4801
Celf4,8579,9985,7748,4689,4329,4516
Celsr1,221,241,240,3378,1892,2455
Celsr2,7181,7861,6683,7678,5442,6544
Celsr3,2531,2755,3255,9471,7501,8218
Cend1,6586,7684,7009,1159,1274,1007
Cenpa,45,54,29,373,310,323
Cenpb,4233,5257,4385,5318,5193,4781
Cenpc1,399,320,327,852,726,857
Cenpe,49,46,54,841,602,698
Cenpf,29,65,42,1775,1175,1426
Cenph,20,15,13,133,78,91
Cenpi,6,14,3,123,67,100
Cenpj,81,86,84,586,485,545
Cenpk,12,10,9,75,52,79
Cenpl,32,23,23,157,139,158
Cenpm,23,29,29,111,87,93
Cenpn,21,16,17,146,107,135
Cenpo,90,89,106,214,165,190
Cenpp,29,27,27,50,42,54
Cenpq,66,65,32,172,148,153
Cenpt,183,252,217,824,756,684
Cenpv,342,410,336,1178,1124,1210
Cep110,395,461,452,1352,1047,1050
Cep120,1301,1353,1095,1887,1777,1793
Cep135,266,263,293,490,362,436
Cep152,124,107,122,317,246,264
Cep164,443,506,487,911,807,743
Cep170,1972,1980,1649,10974,8513,12326
Cep192,136,148,155,748,549,765
Cep250,1450,1487,1464,2499,2280,2078
Cep290,590,417,488,411,348,514
Cep350,1572,1459,1421,2223,1734,2296
Cep55,10,4,6,229,123,181
Cep57,381,342,316,679,605,780
Cep63,701,733,787,742,749,825
Cep68,689,576,623,1030,825,999
Cep70,415,336,398,775,687,864
Cep72,36,19,31,181,166,174
Cep76,174,141,145,258,171,234
Cep78,201,244,183,555,520,555
Cep97,642,600,593,1259,887,1133
Cept1,597,655,572,351,371,412
Cer1,2,5,2,2,1,0
Cercam,113,157,147,119,105,95
Cerk,1927,2001,1774,1014,887,909
Cerkl,26,17,36,9,5,7
Ces1,0,1,0,0,0,0
Ces2,1,0,0,0,0,0
Ces3,5,3,3,0,0,0
Ces5,0,0,0,0,0,0
Ces6,0,0,0,0,0,0
Ces7,13,5,5,11,4,7
Ces8,0,1,2,2,2,0
Cetn1,0,0,0,0,0,0
Cetn2,643,572,542,433,477,457
Cetn3,828,732,781,1681,1877,1949
Cetn4,135,122,96,16,25,12
Cfb,5,10,10,15,11,10
Cfc1,1,0,0,0,0,1
Cfd,1,0,0,0,0,0
Cfdp1,1543,1704,1660,1999,2338,2086
Cfh,899,599,718,32,16,33
Cfhr1,0,0,0,0,0,0
Cfhr2,74,48,37,1,0,2
Cfi,0,0,1,1,4,3
Cfl1,11160,12783,11590,15885,17425,14874
Cfl2,1020,896,758,1601,1402,1939
Cflar,589,448,519,321,254,318
Cfp,175,219,210,363,340,304
Cftr,51,35,32,17,17,12
Cga,0,1,0,0,0,0
Cggbp1,1491,1396,1220,1957,1533,2197
Cgn,130,186,148,341,394,348
Cgnl1,777,855,703,218,210,228
Cgref1,386,421,380,182,240,194
Cgrrf1,409,461,378,67,56,51
Ch25h,14,5,11,1,1,2
Chac1,97,96,131,50,30,52
Chac2,146,114,100,74,88,84
Chad,6,8,13,4,7,4
Chadl,28,50,20,7,4,2
Chaf1a,111,118,117,657,476,435
Chaf1b,9,7,6,341,293,292
Chat,63,97,85,10,2,5
Chchd1,348,292,309,458,504,514
Chchd10,2369,2534,1888,56,46,76
Chchd2,2525,3034,2736,2289,2269,2496
Chchd3,940,960,907,871,872,829
Chchd4,554,619,604,389,410,379
Chchd5,145,133,124,156,166,132
Chchd6,1019,1186,1047,986,1019,843
Chchd7,383,354,385,233,240,237
Chchd8,53,90,66,81,94,68
Chd1,639,571,514,1185,906,1132
Chd1l,222,222,204,115,113,105
Chd2,312,305,274,541,401,442
Chd3,19455,23306,20858,29331,27130,25109
Chd4,6330,7088,6337,12114,10102,10141
Chd5,9236,10860,9517,6464,6382,5949
Chd6,2657,2340,2273,3665,3181,3381
Chd7,491,518,454,1721,1066,1190
Chd8,2492,2523,2724,4829,4354,4686
Chd9,1778,1775,1805,2753,2206,2499
Chdh,233,137,167,25,29,26
Chek1,37,33,17,130,89,137
Chek2,21,31,19,79,64,87
Cherp,1298,1498,1265,2170,1796,1824
Chfr,589,685,657,1637,1542,1659
Chga,3807,5021,4037,1703,1642,1396
Chgb,13321,15395,15583,1579,1878,1455
Chi3l1,146,180,153,23,28,16
Chi3l3,11,0,3,0,0,1
Chi3l4,4,0,0,0,0,0
Chia,31,31,36,4,7,5
Chic1,904,738,771,421,287,480
Chic2,318,293,262,554,499,538
Chid1,1143,1225,1277,749,780,693
Chit1,1,0,5,2,2,0
Chka,1553,1383,1531,1558,1454,1634
Chkb,359,377,393,691,666,635
Chl1,4309,3999,3431,13040,14279,17917
Chm,1256,923,912,491,370,621
Chml,127,111,88,67,50,100
Chmp1a,1482,1537,1683,1852,1868,1637
Chmp2a,1098,1173,1126,1007,1028,810
Chmp2b,980,984,864,589,643,726
Chmp4b,3835,4289,3655,2363,2346,2186
Chmp4c,5,4,3,1,2,1
Chmp5,1319,1369,1417,1369,1276,1336
Chmp6,569,641,547,553,591,478
Chmp7,1894,2020,1868,2898,2821,2637
Chn1,17502,15183,17920,2626,2550,2610
Chn2,841,1124,809,813,669,765
Chodl,37,35,17,106,95,122
Chordc1,1206,1161,1031,1097,996,1212
Chpf,1600,1894,1475,797,829,803
Chpf2,970,938,1073,725,677,656
Chpt1,1234,997,936,153,129,188
Chrac1,314,292,327,311,301,265
Chrd,719,716,939,278,275,294
Chrdl1,271,300,289,47,49,61
Chrdl2,6,5,7,2,2,2
Chrm1,3600,3600,3544,255,346,339
Chrm2,125,159,161,42,30,37
Chrm3,804,864,945,96,88,108
Chrm4,423,670,490,24,22,35
Chrm5,21,24,16,7,10,11
Chrna1,21,13,21,2,3,2
Chrna10,3,8,10,1,1,0
Chrna2,19,18,17,9,8,7
Chrna3,40,37,45,53,87,83
Chrna4,1273,1411,1201,366,448,376
Chrna5,31,31,25,42,43,42
Chrna6,26,28,9,1,1,2
Chrna7,328,360,273,434,274,443
Chrna9,0,1,1,0,0,0
Chrnb1,60,45,59,39,51,54
Chrnb2,1579,1761,1640,2349,2226,2090
Chrnb3,39,39,38,0,0,0
Chrnb4,13,9,31,8,6,11
Chrnd,0,0,0,1,0,0
Chrne,4,3,2,3,2,3
Chrng,2,0,0,0,2,1
Chst1,5200,5785,5973,783,849,730
Chst10,1320,1444,1355,1404,1435,1325
Chst11,1549,1605,1443,825,812,883
Chst12,443,470,329,225,239,187
Chst14,40,38,29,61,48,52
Chst15,884,857,991,885,821,830
Chst2,2354,2582,2031,802,775,727
Chst3,74,147,92,147,118,126
Chst4,2,2,0,0,0,0
Chst5,22,30,13,32,17,15
Chst7,47,42,35,37,31,40
Chst8,349,342,257,107,124,87
Chst9,17,10,14,2,6,7
Chsy1,372,392,310,900,812,857
Chsy3,251,283,239,87,85,100
Chtf18,39,45,36,206,170,143
Chtf8,1354,1237,1025,1912,1850,1716
Chuk,778,850,919,1423,1219,1637
Churc1,155,170,184,138,153,157
Ciao1,1214,1090,1081,884,823,917
Ciapin1,1089,1303,1255,1358,1211,1185
Cib1,227,216,186,133,171,124
Cib2,399,438,417,492,537,512
Cib3,0,0,0,0,0,0
Cib4,0,0,0,0,0,0
Cic,4516,5292,4289,6359,5588,5393
Cidea,67,74,74,18,24,18
Cideb,85,103,102,67,66,56
Cidec,1,0,0,1,0,0
Ciita,44,49,51,45,50,55
Cilp,6,2,3,9,11,12
Cilp2,41,48,20,90,88,101
Cinp,735,738,797,506,492,496
Cir1,545,549,580,535,621,589
Cirbp,1326,1306,1234,3767,3625,3097
Cirh1a,538,548,624,636,591,558
Cisd1,1127,1164,1184,839,790,790
Cisd2,1051,1086,1172,1002,981,1085
Cisd3,233,293,262,51,56,47
Cish,151,149,133,185,190,189
Cit,6037,6182,5010,654,514,550
Cited1,58,57,49,25,32,22
Cited2,630,626,463,996,786,855
Cited4,131,115,137,4,4,7
Ciz1,972,1155,1191,1966,1694,1495
Ckap2,7,22,14,434,324,387
Ckap2l,14,20,12,581,332,390
Ckap4,581,641,437,1169,1076,1008
Ckap5,3884,3697,3587,6087,5714,6178
Ckb,23469,29354,24873,7383,6812,6017
Cklf,22,23,35,104,116,76
Ckm,1,6,4,1,1,2
Ckmt1,4442,4793,4922,388,499,415
Ckmt2,4,2,6,4,0,2
Cks1b,26,34,18,364,275,274
Cks2,14,14,13,169,107,122
Clasp1,2946,2934,2863,7704,6281,6857
Clasp2,6644,6542,5730,7738,6699,8630
Clca1,9,12,5,12,15,17
Clca2,7,9,7,3,8,3
Clca3,0,1,0,0,0,0
Clca4,0,3,1,0,0,0
Clca5,0,0,0,0,0,0
Clca6,0,1,0,0,0,0
Clcc1,427,384,423,448,357,387
Clcf1,28,24,25,20,31,24
Clcn1,39,42,54,181,148,171
Clcn2,1165,1142,1349,656,601,579
Clcn3,4596,4459,4308,2885,2349,3242
Clcn4-2,4501,4285,4219,4510,4396,4808
Clcn5,389,389,328,643,484,596
Clcn6,2352,2634,2596,3060,3056,2804
Clcn7,1109,1129,1161,1016,968,954
Clcnka,1,1,2,0,1,0
Clcnkb,0,0,0,0,0,0
Cldn1,90,67,59,41,81,76
Cldn10a,469,410,450,9,9,16
Cldn11,3970,5450,3111,6,5,3
